variable,paper_id,conflict_class,priority,agent_A,agent_B,agent_C,agent_D,proposed_consensus,decision_type(多数/僵持/专家),rationale_rule_ids(如:R1|R3),decided_by,decided_at,evidence_anchor_ids(如:E2|E5),comments
coder_notes_rule_code,28,多派分歧,3,906,906,906,902,906.0,多数,,PI,2025-10-06T13:25:54Z,,
coder_notes_rule_code,30,多派分歧,3,906,906,906,907,906.0,多数,,PI,2025-10-06T13:25:54Z,,
coder_notes_rule_code,31,多派分歧,3,906,906,906,907,906.0,多数,,PI,2025-10-06T13:25:54Z,,
coder_notes_rule_code,32,多派分歧,3,906,906,906,902,906.0,多数,,PI,2025-10-06T13:25:54Z,,
coder_notes_rule_code,33,多派分歧,3,905,906,906,906,906.0,多数,,PI,2025-10-06T13:25:54Z,,
coder_notes_rule_code,34,多派分歧,3,902,906,906,906,906.0,多数,,PI,2025-10-06T13:25:54Z,,
coder_notes_rule_code,36,多派分歧,3,906,905,906,906,906.0,多数,,PI,2025-10-06T13:25:54Z,,
coder_notes_rule_code,37,多派分歧,3,906,906,906,902,906.0,多数,,PI,2025-10-06T13:25:54Z,,
coder_notes_rule_code,38,多派分歧,3,906,906,906,902,906.0,多数,,PI,2025-10-06T13:25:54Z,,
coder_notes_rule_code,39,多派分歧,3,906,906,906,907,906.0,多数,,PI,2025-10-06T13:25:54Z,,
coder_notes_rule_code,40,多派分歧,3,906,906,906,909,906.0,多数,,PI,2025-10-06T13:25:54Z,,
coder_notes_rule_code,41,多派分歧,3,905,905,906,907,905.0,多数,,PI,2025-10-06T13:25:54Z,,
coder_notes_rule_code,42,多派分歧,3,906,905,906,907,906.0,多数,,PI,2025-10-06T13:25:54Z,,
coder_notes_rule_code,43,多派分歧,3,906,905,906,906,906.0,多数,,PI,2025-10-06T13:25:54Z,,
coder_notes_rule_code,45,多派分歧,3,905,906,906,902,906.0,多数,,PI,2025-10-06T13:25:54Z,,
coder_notes_rule_code,48,多派分歧,3,906,906,906,909,906.0,多数,,PI,2025-10-06T13:25:54Z,,
coder_notes_rule_code,49,多派分歧,3,906,905,906,906,906.0,多数,,PI,2025-10-06T13:25:54Z,,
coder_notes_rule_code,50,多派分歧,3,906,906,906,907,906.0,多数,,PI,2025-10-06T13:25:54Z,,
coder_notes_rule_code,51,多派分歧,3,902,905,906,907,,僵持,,PI,2025-10-06T13:25:54Z,,
coder_notes_rule_code,52,多派分歧,3,902,906,906,907,906.0,多数,,PI,2025-10-06T13:25:54Z,,
coder_notes_rule_code,53,多派分歧,3,902,905,906,907,,僵持,,PI,2025-10-06T13:25:54Z,,
coder_notes_rule_code,54,多派分歧,3,902,905,906,906,906.0,多数,,PI,2025-10-06T13:25:54Z,,
coder_notes_rule_code,55,多派分歧,3,902,905,906,907,,僵持,,PI,2025-10-06T13:25:54Z,,
coder_notes_rule_code,56,多派分歧,3,902,905,906,906,906.0,多数,,PI,2025-10-06T13:25:54Z,,
coder_notes_rule_code,57,多派分歧,3,902,906,906,906,906.0,多数,,PI,2025-10-06T13:25:54Z,,
coder_notes_rule_code,58,多派分歧,3,902,906,906,909,906.0,多数,,PI,2025-10-06T13:25:54Z,,
coder_notes_rule_code,59,多派分歧,3,906,906,906,909,906.0,多数,,PI,2025-10-06T13:25:54Z,,
coder_notes_rule_code,60,多派分歧,3,906,906,906,902,906.0,多数,,PI,2025-10-06T13:25:54Z,,
coder_notes_rule_code,61,多派分歧,3,902,905,906,907,,僵持,,PI,2025-10-06T13:25:54Z,,
coder_notes_rule_code,62,多派分歧,3,906,906,902,906,906.0,多数,,PI,2025-10-06T13:25:54Z,,
coder_notes_rule_code,63,多派分歧,3,906,905,902,902,902.0,多数,,PI,2025-10-06T13:25:54Z,,
coder_notes_rule_code,64,多派分歧,3,902,906,902,907,902.0,多数,,PI,2025-10-06T13:25:54Z,,
coder_notes_rule_code,65,多派分歧,3,906,906,902,909,906.0,多数,,PI,2025-10-06T13:25:54Z,,
coder_notes_rule_code,66,多派分歧,3,905,906,902,907,,僵持,,PI,2025-10-06T13:25:54Z,,
coder_notes_rule_code,67,多派分歧,3,905,905,902,906,905.0,多数,,PI,2025-10-06T13:25:54Z,,
coder_notes_rule_code,68,多派分歧,3,906,906,909,906,906.0,多数,,PI,2025-10-06T13:25:54Z,,
coder_notes_rule_code,69,多派分歧,3,906,906,909,907,906.0,多数,,PI,2025-10-06T13:25:54Z,,
coder_notes_rule_code,70,多派分歧,3,906,905,909,907,,僵持,,PI,2025-10-06T13:25:54Z,,
coder_notes_rule_code,71,多派分歧,3,906,905,909,907,,僵持,,PI,2025-10-06T13:25:54Z,,
coder_notes_rule_code,72,多派分歧,3,909,905,909,906,909.0,多数,,PI,2025-10-06T13:25:54Z,,
coder_notes_rule_code,73,多派分歧,3,909,905,909,907,909.0,多数,,PI,2025-10-06T13:25:54Z,,
coder_notes_rule_code,74,多派分歧,3,909,905,909,907,909.0,多数,,PI,2025-10-06T13:25:54Z,,
coder_notes_rule_code,75,多派分歧,3,909,906,909,902,909.0,多数,,PI,2025-10-06T13:25:54Z,,
coder_notes_rule_code,76,多派分歧,3,909,905,909,903,909.0,多数,,PI,2025-10-06T13:25:54Z,,
coder_notes_rule_code,77,多派分歧,3,909,906,909,907,909.0,多数,,PI,2025-10-06T13:25:54Z,,
coder_notes_rule_code,78,多派分歧,3,906,906,909,908,906.0,多数,,PI,2025-10-06T13:25:54Z,,
coder_notes_rule_code,79,多派分歧,3,908,905,908,907,908.0,多数,,PI,2025-10-06T13:25:54Z,,
coder_notes_rule_code,80,多派分歧,3,906,906,906,902,906.0,多数,,PI,2025-10-06T13:25:54Z,,
